area,rooms,floor,year_of_construction,price
54,5,3,1972,341039
92,1,9,1976,403394
114,5,2,1983,964755
101,1,7,1951,909466
84,3,3,2003,973781
103,4,9,1981,701877
91,4,4,1980,874647
106,5,1,1984,567777
50,4,1,1955,155895
115,1,6,2015,659151
119,4,1,1973,392414
70,3,3,1963,379219
112,3,1,1962,228142
79,5,3,1962,405299
108,2,5,1975,476813
111,5,4,1984,381409
50,1,5,1983,151027
57,5,3,1956,594817
120,4,8,2011,261617
61,3,10,2016,978535
109,3,10,1977,748832
70,5,1,1955,656568
61,3,8,1957,655813
74,3,9,1950,783062
99,3,3,2001,308394
56,3,7,1954,241661
81,5,7,2000,461263
63,4,5,1957,184645
88,1,8,1987,388340
93,4,2,1957,328652
118,2,9,2002,328712
118,3,4,1985,558497
99,2,1,1950,778991
87,2,6,2008,993414
93,1,9,1994,453286
102,1,7,1967,904575
86,1,7,2005,765680
118,3,8,2021,448222
89,5,4,1962,270068
68,1,2,1970,621260
78,2,7,2008,501546
71,3,8,1954,534718
95,1,6,2012,297097
96,4,10,1964,623099
107,4,1,1980,964732
95,2,8,1986,169665
83,5,10,1994,844277
75,4,9,1970,288660
114,1,7,1974,575332
82,3,1,1981,512459
119,2,10,2018,474210
109,1,4,2004,892634
87,4,7,1955,695879
83,1,3,2014,213918
68,1,6,1986,462304
66,5,8,1956,766432
97,5,6,2007,631622
72,3,5,1982,465211
59,3,3,1980,674795
52,3,1,1995,574095
85,5,4,1956,294869
103,3,5,1991,804694
102,2,9,2004,262382
115,2,2,1999,871742
112,2,3,2006,647418
57,5,10,1960,895796
96,5,2,2016,522768
90,5,1,1960,880129
59,1,9,2003,882681
114,2,8,2000,473145
53,2,4,1978,481308
80,2,10,1971,848020
91,3,3,2009,496920
91,4,10,1999,733585
88,3,10,2018,520200
69,4,2,2001,758537
66,4,9,1975,301284
107,4,8,1960,764664
92,4,1,2006,387846
56,5,6,1983,426873
106,5,8,1992,877507
113,3,2,1991,313396
117,3,3,1973,276331
86,3,4,2019,404502
89,2,2,1956,450855
118,5,8,1984,757379
97,5,6,1976,380130
102,5,2,1998,938287
75,5,9,1977,936033
78,1,3,1955,567657
80,4,4,2016,156973
77,1,4,1963,959699
82,3,8,2022,942584
87,5,1,1973,703662
81,3,4,1958,992575
113,3,4,1961,450823
106,3,2,1993,653648
117,5,1,1953,446400
69,1,9,2005,395045
92,5,10,2013,517325
64,3,8,2013,738949
78,2,3,2007,665378
88,3,7,2001,450500
68,4,1,1977,322698
59,2,5,1983,616417
110,1,4,2014,488752
83,3,8,1957,544749
87,2,6,1989,197109
75,4,7,1958,811855
80,4,10,1973,475759
87,2,6,2003,602427
70,4,3,2005,467289
84,3,6,1991,695217
105,4,7,1958,717256
93,3,2,1963,684193
119,1,1,1981,161226
51,4,9,1973,355623
89,3,7,2021,583345
92,1,9,1990,942364
120,1,9,1950,397262
94,2,4,2007,208461
78,3,4,1993,525440
82,4,3,2000,963625
112,4,5,1959,835607
56,3,1,2005,512956
105,3,6,2019,477262
73,2,2,1957,958504
99,3,2,1963,480096
99,1,5,1984,682478
56,1,7,2000,230053
115,3,10,2008,490289
79,4,4,1987,219840
81,3,9,1950,624071
57,2,4,2019,580123
106,1,8,2018,656414
69,2,6,1951,465003
93,1,10,1957,999461
95,2,3,2016,400520
117,2,6,1981,722696
105,4,10,1962,852916
96,2,9,1980,573949
101,3,2,1961,408391
119,3,1,1969,372890
54,3,4,1997,251598
110,2,9,1992,814704
74,2,6,2010,252679
94,1,2,1966,191210
83,4,8,1982,651621
105,5,4,2005,664949
114,3,9,2018,324009
108,4,4,2008,921917
75,2,3,1963,280171
87,1,3,1950,634790
106,3,2,2001,493647
63,4,1,1995,300880
64,5,7,1984,653360
100,4,2,1992,759501
68,5,6,2010,996587
97,5,4,2014,783062
62,4,6,1991,518187
102,5,10,2011,447298
83,5,2,1983,716379
78,1,1,1966,403244
73,3,8,1968,777895
60,5,10,2005,965905
111,5,9,1978,500707
96,2,4,1959,760260
57,3,3,2015,707678
57,2,7,1961,642399
106,3,2,1982,918200
72,1,6,2017,153515
57,3,9,1969,647055
115,3,9,1999,717108
115,4,2,1975,156981
81,4,9,1987,693112
90,3,3,1982,668703
57,1,7,2022,489933
113,5,9,1990,887599
86,3,6,1967,664940
62,1,7,1970,368691
52,5,2,2008,920628
107,5,6,1982,454048
109,1,2,1989,843353
93,4,5,1968,154180
57,4,9,2003,470744
95,2,6,1951,421966
63,4,4,2013,415551
93,2,6,1982,554773
64,2,4,1980,206314
72,1,4,1955,409496
118,1,9,2015,673071
70,2,3,1986,153036
112,3,9,2019,716143
68,4,1,1952,625169
104,1,3,1962,537666
120,4,8,2008,825974
119,3,9,1978,171873
107,4,10,1999,692612
101,4,9,2004,299028
67,5,5,1966,632682
55,5,4,1991,341552
75,1,2,1951,209810
103,3,7,1966,857465
64,2,5,1986,166118
98,3,10,1951,981841
97,1,7,2020,280805
101,1,6,1987,663644
65,5,6,1993,611491
71,3,7,2001,851179
105,1,1,1974,360840
95,4,5,1966,613996
112,2,5,1963,184387
81,1,3,2003,222699
84,5,9,2017,571789
50,5,8,1993,621681
88,3,1,1997,688614
63,5,9,1961,188921
99,1,4,1972,280033
52,4,6,2017,800262
120,2,8,1968,536951
109,1,1,1983,950099
120,4,5,1999,264990
57,2,4,2004,328805
95,4,4,1995,545128
56,5,8,2011,212920
57,2,1,1954,962819
80,4,4,1967,294145
76,2,2,2013,467577
120,1,3,1994,533749
101,4,5,1974,249058
78,1,2,1989,788634
59,5,2,1957,432249
69,5,10,1969,536782
64,4,5,1987,247345
60,3,4,1952,239956
51,4,3,2014,794982
63,4,3,2006,337582
68,1,10,1958,624116
68,2,2,1984,895731
103,1,8,2018,891841
61,5,9,2005,391081
73,3,10,1978,800086
85,4,9,1993,984063
106,5,4,1978,910484
60,5,1,2001,953441
77,3,7,1992,885792
113,2,9,1953,220208
86,1,2,2013,880144
65,2,7,1990,787942
104,3,1,1960,548008
100,2,2,1997,618673
100,2,9,1968,417019
89,1,2,1981,753064
98,3,5,2021,819264
80,2,9,1993,519600
120,2,1,1988,644633
95,3,1,1970,281596
50,2,8,1965,564767
53,5,9,1969,808168
101,3,5,1972,277552
95,2,10,1978,826009
107,1,2,2015,391007
56,1,6,1996,805959
85,2,10,2021,454628
68,3,1,1983,927758
90,3,9,1969,820201
55,1,3,1957,308583
81,5,2,1960,531539
112,5,9,1966,609701
102,2,9,1955,423599
59,5,1,1952,800221
66,5,6,2012,754560
81,2,4,2000,286481
99,3,9,2011,157676
97,2,3,1971,446462
70,1,2,1951,934404
94,1,6,2004,190151
84,1,9,2007,219846
89,3,5,1964,970250
52,4,1,1987,700513
63,3,8,1957,697519
78,5,10,2009,399163
60,2,10,1993,789786
113,1,6,2004,776424
94,2,3,1953,469774
86,4,5,1970,264262
95,5,7,1962,294015
65,3,1,2017,303910
81,4,1,1977,857506
72,1,3,1985,319267
80,3,3,1986,893670
54,5,9,1982,425415
82,2,9,2008,938552
58,1,8,1984,913624
74,5,1,2000,524425
119,4,1,1959,701254
89,3,1,2008,869875
116,3,9,2021,825599
62,5,5,1974,928759
117,4,10,2002,898258
109,2,6,1973,967563
51,4,6,1977,982654
120,1,9,2015,226880
56,2,10,1950,807525
64,2,10,1997,924443
94,4,2,1990,825590
85,4,4,1959,792174
115,2,8,1997,814298
71,2,9,2013,896951
115,3,6,1958,693460
70,5,9,2009,218303
54,3,4,1974,280578
107,2,4,1982,557497
85,1,6,1986,211937
93,4,2,2003,499680
110,4,8,2002,768932
78,3,10,1962,577969
107,3,8,2001,676956
72,4,9,2000,860070
63,3,2,2006,914479
118,4,9,2009,436739
63,1,7,2005,672834
70,3,1,2011,338579
101,4,3,1984,518371
98,4,3,1979,248643
79,1,8,2018,563970
75,5,5,2016,858753
76,3,5,2013,424174
99,4,7,1971,983428
103,3,7,1983,991046
120,4,8,1952,846000
66,5,2,1986,226478
92,1,1,1959,519940
112,4,4,1955,484167
106,2,3,1981,513076
66,2,10,1955,626289
60,1,8,1985,615854
99,2,5,1984,755560
77,5,2,2007,681104
57,5,5,1989,481694
64,1,2,1996,848383
51,1,7,2021,239329
117,4,6,2009,274211
118,1,10,2005,662815
106,5,5,2002,669280
115,1,2,1986,962387
119,5,4,2004,208473
67,5,6,1971,850935
79,5,2,2019,361256
110,2,2,1986,318670
101,1,2,1950,653249
68,4,5,1998,782318
119,3,3,2003,562379
105,1,5,1957,297564
115,2,2,1955,989288
108,3,7,1951,212654
54,3,5,1999,709628
85,3,10,1982,899597
52,1,6,2008,925079
104,3,4,1959,229829
104,2,1,1968,363611
60,3,10,1963,209659
83,3,5,1962,363068
69,1,2,1964,348069
96,2,10,1993,424089
71,1,5,1998,818709
57,4,2,2014,451233
110,1,1,1950,772219
118,5,5,2008,556087
111,3,6,1955,323035
109,4,8,1976,553402
59,3,5,1963,899275
98,5,4,2011,818633
51,4,2,1987,571426
112,4,10,1982,622477
91,4,6,1974,625432
69,1,6,1956,759530
93,2,1,1969,253253
116,3,8,1980,871129
70,5,8,2017,785487
67,4,1,2003,500811
51,3,10,1963,749203
81,3,7,1960,965352
68,1,7,2012,481393
87,4,10,1954,397881
55,3,3,1982,685045
98,4,3,1988,300939
112,5,5,1969,160501
54,1,8,1972,439588
55,5,1,1990,860237
92,4,3,1978,522590
120,3,10,2013,457071
80,3,7,1969,337438
71,2,10,1995,889228
53,4,1,2007,404177
62,5,5,1989,641369
57,2,9,1973,368640
99,3,5,1954,685892
73,1,10,1951,188646
78,5,2,1971,309373
53,1,9,1981,997009
104,1,7,1988,770520
99,2,4,2015,805021
89,3,3,2008,580216
119,4,7,2014,893080
90,2,4,1989,306607
55,4,7,1975,695670
69,2,1,1971,697174
105,5,2,2001,831598
118,2,4,2014,851459
66,2,2,2001,999511
72,4,2,1970,442916
107,2,9,1980,406074
80,3,3,1975,665246
53,2,1,2005,413816
52,4,3,1983,565450
105,3,1,1983,800167
81,1,7,1975,278378
52,2,2,2004,617330
105,5,5,1983,453686
53,4,10,1968,710064
80,5,6,2004,889761
79,1,3,1996,687978
75,1,3,2021,296971
85,4,8,1980,400691
87,3,5,1981,725951
108,1,3,1994,169205
70,2,6,1996,315310
102,5,7,1982,302520
120,4,2,2014,292731
117,4,3,2006,551327
61,5,7,1983,779430
104,3,4,1959,972375
89,5,9,1984,747854
100,5,4,1978,926095
106,5,7,2015,359077
54,2,2,1992,630770
94,5,10,1965,739199
76,5,8,2010,987000
118,4,7,1975,914243
114,2,7,2000,896707
60,4,5,2010,154540
77,1,2,1981,356939
96,5,2,1959,194487
67,4,7,2019,878826
87,2,4,1990,771286
62,3,3,1966,162170
112,4,3,1990,417213
88,5,10,1963,236574
58,1,5,1987,915566
57,3,10,1952,177620
90,1,8,2020,247387
101,1,6,2019,647619
58,5,8,1975,501940
98,2,2,1975,265140
90,3,10,1980,229485
120,4,1,1974,525546
109,4,2,1958,232877
110,3,8,1986,435488
117,1,2,1965,537234
65,5,5,1984,214170
65,3,7,2017,312380
101,4,9,1992,337487
58,2,4,1971,305902
113,5,3,2001,548757
64,5,3,2005,955566
107,1,10,1994,301436
52,4,3,2020,374225
79,4,1,1965,207766
105,4,1,1969,863388
58,3,10,2020,507989
58,4,3,1996,972578
117,5,5,1983,719414
91,4,9,1986,818966
90,1,2,1978,644162
71,4,1,2013,420282
88,4,6,2012,175895
68,2,10,2002,531099
77,3,6,2010,302941
65,4,8,2004,951423
56,3,8,1980,230555
55,3,10,2019,638557
72,5,7,2013,642601
74,4,7,1990,567917
65,5,1,1951,509959
85,2,4,1987,946933
68,5,3,1954,919636
87,5,4,1987,599195
76,2,7,1992,252597
80,1,2,2005,211572
73,5,9,2013,470570
120,2,6,1982,251666
95,4,7,1983,342067
117,2,4,1961,723011
89,1,2,1980,322182
88,1,6,2007,276316
53,3,9,1954,866680
105,5,4,1984,568463
63,3,3,2015,400891
64,5,3,2019,600398
82,1,7,1963,667892
59,1,3,1980,450629
68,2,8,1954,249053
71,1,2,2013,191604
67,2,4,1994,984720
65,2,1,1954,847368
57,1,6,2021,717530
98,3,4,1963,292458
82,5,5,2017,509578
86,1,9,1968,708309
99,3,7,1980,600999
56,2,4,2012,741055
108,4,6,1972,404536
103,4,5,1961,748357
118,5,9,2008,270811
81,3,5,2021,157483
85,1,3,2000,599688
88,2,1,1967,819500
108,3,6,1957,814563
86,3,3,2009,362654
77,4,3,2003,606092
61,5,2,1954,397219
84,3,4,1967,309429
71,5,4,2016,951784
68,3,2,1971,363357
90,1,7,1971,999046
96,1,4,1972,789760
52,4,2,1996,696826
72,2,10,2020,914119
70,1,10,1959,437836
89,1,9,1965,363035
65,5,6,1980,757361
82,3,7,2013,880482
71,2,8,2018,891506
51,2,4,1967,607032
71,5,4,2003,363363
105,1,6,1962,430058
93,4,6,1984,254363
101,1,1,1953,755843
97,1,9,1995,233037
81,3,5,1976,166030
50,5,1,1971,825834
118,4,2,1998,971256
97,3,9,1963,645985
84,3,7,1998,490681
63,1,7,1976,683623
66,3,10,1977,561895
111,2,10,1953,705418
64,4,9,1999,444494
106,3,9,1979,489896
115,5,10,1974,466340
58,1,7,2015,775201
94,2,1,1953,813890
84,3,8,1957,387591
107,4,1,1964,532929
102,5,1,1980,936475
120,1,9,1993,239197
115,3,6,1990,488151
120,2,9,1962,337859
58,1,9,1983,204181
62,3,2,1973,676490
66,1,1,1960,981094
111,1,3,1979,269296
96,5,7,2002,675069
55,2,4,2000,622434
82,4,7,1985,675044
110,1,7,1960,374552
115,4,4,2001,999043
85,1,3,1985,658898
86,3,5,1969,688265
99,1,8,2009,605457
110,4,7,2021,933570
67,2,8,2004,810529
91,2,6,1958,373165
52,2,5,1955,774968
60,1,4,2012,963250
79,3,4,1968,377725
56,1,5,1976,798685
91,4,9,1960,512461
89,2,9,1965,283977
59,1,10,2012,355538
93,2,2,2009,462331
67,4,8,1960,587493
105,4,10,1959,995124
96,1,5,2006,457243
102,2,2,2001,632987
119,2,1,1952,447622
113,3,6,1989,727940
94,2,7,1962,788227
96,2,4,1992,206039
50,1,9,1972,956080
52,1,3,1991,910647
64,2,10,2014,885964
68,2,3,1953,956950
101,2,6,1962,392224
79,4,2,1962,756073
64,4,7,1955,460602
77,3,5,1964,604764
88,5,5,1986,462890
78,3,1,1977,810994
58,2,10,1950,739031
88,4,3,2006,423232
62,3,5,1981,802838
71,2,6,1972,643327
68,4,1,1974,286744
53,1,9,2017,894020
119,4,5,1976,985777
72,3,4,2006,817040
67,4,8,1961,540835
109,4,1,1993,568813
102,5,8,1975,362859
62,5,6,1988,699032
105,1,2,1965,619188
65,1,6,1951,359505
64,2,9,2007,405176
68,3,10,1985,166291
108,5,6,1981,382456
81,2,3,1978,298942
117,4,9,1977,777587
91,3,1,2021,401518
82,2,8,1961,922212
96,2,8,1999,405309
87,4,4,1961,373148
80,3,5,1975,870156
100,4,5,1992,815380
117,2,4,2003,468396
92,1,5,1995,463520
113,5,6,1965,205615
113,2,8,1993,196731
110,1,10,2007,779219
116,2,6,2000,643724
96,4,5,2007,880117
60,5,4,1953,793766
78,2,3,1969,921281
80,5,5,1998,477687
93,3,8,2005,603694
96,4,4,1977,253642
85,4,8,1952,405916
92,5,2,1965,170292
64,2,9,1997,167505
77,3,4,2018,546941
78,3,8,1979,176708
99,4,2,1962,385863
114,2,4,2006,523814
119,1,2,2022,270762
82,3,6,1954,736026
76,1,6,2010,503658
80,4,3,1963,912034
51,3,3,2022,753040
119,3,6,1993,968644
91,3,9,1968,769205
107,1,7,2005,161472
105,2,6,1960,839224
75,1,8,1978,553762
109,5,3,1966,580773
113,2,4,1989,694402
72,1,1,1986,194010
51,3,2,2000,517676
88,3,6,2020,173379
117,4,4,1973,519076
93,3,5,1981,583939
72,4,7,1971,196550
56,3,5,1988,565807
120,3,5,1976,634159
119,5,2,2020,221372
59,4,8,2012,382030
52,3,7,1974,837800
116,4,8,1957,940217
50,5,4,1972,419472
97,1,6,1978,239167
79,2,6,2010,874237
96,3,5,2015,271138
110,2,4,2019,760076
85,4,2,2009,333678
115,3,6,2016,807218
96,4,6,1958,169193
119,5,1,2005,618559
81,3,8,1983,934029
119,3,1,2006,322096
69,5,1,2004,672969
83,4,8,1959,656023
102,1,10,2005,592140
92,1,5,1993,397091
82,3,10,2000,239387
64,2,5,2008,239865
86,2,2,1958,290604
106,3,5,1988,760078
102,5,1,1964,686893
66,2,8,2010,789783
103,2,6,2013,321749
62,1,1,2017,352910
72,5,6,1969,668468
80,2,5,1954,422673
85,3,5,2020,642128
67,2,6,1966,897939
94,3,5,1971,352478
65,3,3,2019,944805
97,3,1,1967,317765
108,1,10,1992,730906
90,5,5,2010,800871
103,2,10,2007,848670
101,3,4,2011,239485
97,3,4,2014,769801
95,3,2,1957,240110
84,4,7,1981,298536
70,3,9,1961,682281
58,2,5,1988,233676
59,5,7,1973,450131
116,5,8,1991,593716
86,1,8,2015,817734
68,3,7,1984,257504
52,4,10,1978,619667
118,3,10,1972,939049
90,5,3,1994,512489
60,5,3,1961,789771
67,3,4,1994,383936
58,1,9,1970,216961
68,4,4,2011,477927
80,4,2,1994,868704
104,2,8,1952,361245
113,1,1,1966,178757
54,2,9,1988,654867
93,1,2,1964,417933
76,1,8,1964,382090
91,3,2,1973,525770
96,1,6,2009,241128
90,2,2,1980,329091
115,4,5,2001,830090
83,4,8,2001,926252
72,2,10,1951,320992
67,4,9,2011,267122
105,1,5,2014,677477
110,2,7,1954,500992
74,3,7,1952,530043
51,4,2,1963,796796
92,1,8,1975,180152
95,3,8,1992,564758
114,4,3,1981,680999
76,3,6,1980,520906
70,4,1,1967,640673
77,1,3,1971,165165
68,3,2,1952,476427
64,4,3,1991,505958
60,2,8,1968,961044
114,4,9,1982,739275
86,4,6,2006,722082
56,1,6,1974,866317
102,2,3,1971,904606
111,2,7,1965,805843
93,1,6,2002,444512
120,4,9,2014,668738
84,2,1,2014,320504
107,4,4,1975,660447
91,5,3,2010,793105
96,1,6,1964,433877
59,5,9,2000,340373
110,3,1,1998,192262
80,1,4,1953,837282
84,1,2,2009,317868
80,2,7,2003,817850
79,4,1,2016,809600
69,3,1,1963,699009
103,1,3,1959,562636
53,2,6,2008,156675
120,1,1,1965,691082
63,1,8,1956,301039
103,1,3,1969,963759
103,2,10,1978,355089
60,5,5,2006,635896
50,4,2,1983,873780
77,1,1,2014,563230
106,5,4,1970,409154
59,4,3,2007,255895
116,2,1,1996,642962
76,2,3,2011,243042
111,5,1,1997,486178
96,1,3,1953,384460
101,5,7,1961,184248
87,1,4,1981,711425
114,4,6,1950,820490
80,3,3,1998,690579
85,2,10,2015,954136
57,5,2,1986,793528
105,2,1,1993,482413
72,5,7,2001,716959
50,4,7,2008,744614
80,2,9,2002,636057
114,1,9,1994,272904
63,5,5,2015,188394
99,2,7,1975,896299
79,5,2,1963,467706
82,4,3,1979,857061
81,1,3,2018,644073
87,1,10,1969,814835
89,5,6,1955,368903
117,1,10,1989,699864
120,4,7,2016,469686
64,2,3,2009,322265
96,3,2,2005,881029
91,1,9,2018,539160
118,2,7,1965,296044
102,4,10,1997,923141
76,1,3,2013,173391
119,4,8,2002,977098
120,5,5,1968,209645
96,3,3,2011,456720
73,1,2,1985,320362
118,5,2,1974,577790
110,4,3,1954,437252
104,1,1,1980,878588
72,2,6,1954,349751
54,3,1,2016,296900
66,4,4,1960,182788
107,2,6,1975,798735
60,3,4,1999,974849
102,1,4,2000,547517
68,1,6,1986,907578
75,5,1,1980,847606
113,3,2,1959,435517
84,1,10,1978,303206
61,3,9,2011,790640
105,5,8,1954,788960
80,5,5,1982,912016
94,3,8,1977,173706
55,3,3,1991,344682
60,3,2,1960,350205
58,4,1,2021,348594
85,4,5,1979,613890
55,5,6,1998,388407
55,5,2,1969,268059
66,3,6,1977,510298
63,3,7,1965,472297
105,3,8,1959,752825
110,3,7,1977,446841
95,1,6,1982,774868
115,3,9,2021,787251
79,5,1,1978,351691
108,1,8,1976,343642
98,4,9,2007,411203
105,2,1,2000,510763
63,5,10,1959,528098
114,2,1,2002,604668
83,1,9,1982,776091
99,1,10,1953,369990
92,1,6,1976,939988
118,3,7,2003,242182
80,1,3,1997,454512
104,1,3,1965,326881
102,4,10,1967,636598
104,5,5,2008,665846
65,2,2,1981,469680
92,4,6,1975,617255
103,5,5,1992,570045
67,4,7,1950,153326
112,2,2,1966,404939
77,2,6,2005,792409
86,4,3,2022,531667
54,3,4,1979,396536
97,1,4,2013,414149
91,5,10,1993,525574
69,1,5,1981,248765
104,5,4,1969,156776
85,3,4,1988,356065
56,1,7,1987,687379
83,2,8,1977,904610
66,2,6,1990,602624
54,4,4,1960,958133
82,4,10,1984,783052
103,4,5,1956,684798
88,1,9,2006,744067
60,5,8,1951,352507
68,3,1,2005,211863
101,2,1,1964,547865
73,4,8,2020,172326
94,4,1,2011,648048
62,3,7,1976,737624
75,3,2,1955,830648
53,4,2,1974,842770
69,3,6,1953,330412
72,1,9,1973,815333
66,3,10,1953,801814
114,5,5,1990,854419
114,1,7,1978,676146
69,2,9,2014,928907
62,1,4,2003,277999
112,3,4,2001,336148
54,4,2,1962,339053
111,2,3,1991,981873
88,3,7,1993,153381
89,5,10,2017,539045
115,1,9,2020,438488
111,4,8,1985,654055
57,4,7,1996,264234
65,5,10,1999,772786
97,3,8,2018,880314
83,5,2,1968,329403
86,4,9,1990,905330
70,5,6,1992,162864
86,5,10,1996,823178
54,5,5,1954,188710
89,4,3,1979,247679
115,1,6,2019,360298
117,5,6,1979,282954
68,2,5,1952,756356
113,2,8,1989,949235
60,4,6,2009,161077
77,5,7,1957,215534
101,2,2,1974,507686
105,5,8,2001,463418
106,4,8,1988,174027
51,1,2,1979,760713
74,2,3,1969,954418
116,2,3,1966,470148
84,3,6,1998,878047
75,1,5,1959,297497
110,4,10,2016,625918
99,4,5,1952,369270
118,3,5,2004,504404
74,1,9,1998,572028
93,4,6,1976,818692
70,4,7,1973,629912
103,5,3,1974,497912
59,5,4,2000,304570
60,2,9,2020,285388
72,2,6,2001,156223
111,4,8,2004,361161
79,3,6,1969,461469
68,3,2,1965,758681
101,1,7,2016,372050
63,1,4,2018,826274
91,1,9,2008,381433
70,2,9,1952,268297
116,4,8,2010,781082
92,2,9,1976,725145
62,5,6,1961,577636
115,5,6,2015,227070
110,5,7,2012,363381
63,5,10,1957,889262
88,4,6,1957,695290
112,4,5,2005,684183
106,2,2,1985,910710
78,3,7,1997,672466
81,4,4,1993,964415
108,1,3,1952,655691
56,3,2,1960,806355
73,1,9,2019,734092
61,3,5,2001,975325
96,5,5,1954,739130
105,5,9,1975,870268
57,3,1,2012,511810
69,4,10,1963,364398
115,1,2,2004,915124
85,3,2,1959,711722
105,2,1,1988,858454
92,2,2,1971,983939
94,4,7,1980,954891
57,4,6,1999,281299
56,4,6,1996,975745
108,2,3,1984,669124
112,5,5,1985,823681
112,5,10,1970,786410
112,3,3,1994,214961
112,3,2,1960,681903
50,2,8,1964,324519
83,3,10,1975,699736
112,3,9,2002,439501
62,1,4,2017,637711
114,2,10,1970,719894
81,1,2,1994,439064
59,5,10,2015,412446
114,1,4,2011,437540
81,2,6,1970,426517
111,2,4,2014,646857
110,2,4,1991,401635
73,5,8,1974,694061
82,4,2,2009,151260
95,3,3,2004,901370
117,1,4,1975,750421
81,1,3,1980,368402
69,2,9,1956,974360
94,3,7,1999,470869
56,2,9,2021,767180
118,1,8,2011,393827
90,5,4,2009,857386
103,4,3,2010,632228
79,3,1,1978,168315
92,2,10,1983,499119
81,2,6,2007,909942
94,1,6,1960,211672
88,3,8,2003,528896
111,5,4,1980,768716
85,2,3,2017,542306
67,4,10,1955,348265
67,5,1,1997,246741
52,2,2,1975,987105
120,5,4,1964,182540
70,4,10,1995,711673
63,3,2,1969,973581
60,3,3,1968,658601
71,1,1,2008,968485
61,4,6,2014,815100
96,2,6,2007,804030
118,4,4,1955,290416
81,5,10,1973,555710
119,4,4,2011,310384
88,1,2,1995,867135
99,3,9,2001,242911
116,2,5,2016,959834
63,5,9,1962,507378
102,3,2,2010,412780
97,5,9,1992,468634
90,1,7,1996,886348
92,3,3,1977,941789
106,4,2,1979,184959
56,5,10,1965,999614
90,5,10,1987,452755
107,1,2,2001,691728
67,2,10,2008,913613
119,5,8,2005,468188
75,2,8,1989,264653
68,2,4,1975,270479
90,5,2,1965,489931
107,2,8,2011,793188
114,4,2,1988,165977
52,4,2,1957,354104
117,4,7,1973,276759
63,1,9,1992,743481
68,5,2,2019,961909
64,4,2,2007,513449
87,2,8,2007,743612
96,2,7,1995,990984
59,2,8,1975,783334
114,4,7,1961,456249
63,1,5,1958,951044
105,5,2,1994,601487
58,3,6,1977,796385
85,2,3,1993,868147
80,4,7,1978,492519
88,3,2,2018,544729
63,2,1,1963,983254
95,2,3,1950,297385
94,1,10,1991,184742
118,1,5,1975,435350
107,4,7,1972,409559
72,3,7,1988,596119
61,1,6,2000,958219
88,5,4,2006,195844
114,1,6,1973,610817
82,1,1,1980,811046
92,2,4,2016,249975
101,2,9,2001,616642
79,2,1,1993,272832
101,4,10,2017,463254
104,1,6,1998,951494
114,1,9,1987,500757
57,1,5,1989,234894
75,3,4,2022,595785
53,4,1,1972,768780
95,5,6,1976,536264
92,5,6,1994,939971
76,3,7,2007,400948
80,2,6,1982,516722
98,1,8,2012,152098
96,4,4,1996,399721
69,2,5,1982,289301
91,3,1,1955,458362
98,2,3,1987,654271
109,1,9,2001,879532
102,3,5,2000,828153
118,2,6,1976,451313
80,2,3,1990,239532
115,1,9,2001,754020
89,3,4,1962,842359
95,4,6,1994,659244
82,3,4,1980,761701
107,2,9,1980,904199
68,4,9,1992,306717
57,5,8,1990,995045
99,1,6,1999,577837
99,3,6,2003,301482
54,3,8,1977,616970
104,2,6,2012,785678
69,4,1,1971,442574
78,1,4,2003,647930
91,4,4,1953,353608
103,1,9,2015,368177
55,4,2,1970,980526
97,4,9,1992,340801
98,5,8,2021,188101
68,3,2,1982,655742
98,4,1,1952,780238
113,5,6,1997,978026
113,2,3,1959,329154
66,2,2,2007,431380
106,5,6,2018,251885
90,4,8,1978,915945
80,4,8,2003,474978
82,4,4,2020,701817
89,4,1,2004,887846
98,2,7,1975,345864
110,2,2,1977,917670
73,1,10,1986,656058
119,2,9,1993,746374
95,2,9,1954,849004
60,4,9,1979,203450
104,1,3,2022,278512
88,4,4,1985,726820
61,5,2,1990,920432
61,4,10,1955,786032
116,1,5,1954,313971
50,2,2,2011,728549
74,1,6,2015,789096
112,2,4,1950,354389
76,5,1,1977,812756
101,3,7,2002,324684
73,1,4,2014,954287
57,3,5,1986,365508
95,3,7,1973,854861
90,3,1,1967,864821
68,2,6,1973,253708
58,5,10,2022,610661
62,1,4,1950,666396
52,3,4,1951,703326
97,5,6,1994,747127
55,3,9,1967,290683
115,1,2,1979,927055
69,4,3,1963,357598
71,1,9,1992,798398
82,4,9,1991,835844
84,5,5,1973,339839
64,4,9,1987,586274
108,4,7,1994,711129
52,3,10,2017,270488
69,2,9,1952,398018
59,4,3,1995,415199
62,4,2,1988,203936
86,2,10,2012,514811
50,5,10,2007,891381
67,1,9,1986,508166
111,3,7,1959,387727
109,5,4,1959,763340
89,4,7,2010,518374
100,5,6,1990,573159
65,4,5,2001,464329
93,3,3,1961,265906
53,3,10,2013,949978
74,3,1,1995,468394
61,4,9,1951,983403
53,4,3,2010,371285
69,5,2,1985,950361
112,2,7,2020,324846
80,5,3,1979,850740
79,1,9,1950,297783
107,5,8,1976,994609
120,3,3,1979,338185
